Time Step,Predicted Throughput
195,62.266826840011916
196,68.77476812459318
197,59.5092319256704
198,21.193700919897474
199,6.83319362282605
200,86.60519397962989
201,28.21344918713578
202,53.65600780424913
203,82.30167359383705
204,47.84202024334784
205,55.49785869188734
206,43.71360988348075
207,58.12523074361713
208,51.26803044354441
209,51.9280428661592
210,6.565458722425976
211,65.6284790439621
212,23.208080838002378
213,13.60548535363506
214,63.616964153041636
215,8.288600109619992
216,84.97648912757577
217,2.570293995560058
218,23.766382299625672
219,67.17333947848897
220,30.211777369892225
221,6.179048533153752
222,8.53997874417226
223,50.76833642854965
224,32.763552097642204
225,48.5123924745942
226,14.608784711212634
227,35.66871365166491
228,63.131114547561324
229,38.665265815928315
230,13.545947253421065
231,60.569788583992796
232,60.971776085761746
233,39.759347307488454
234,19.99031753302796
235,93.5524130233047
236,83.93924519670914
237,74.14751714858299
238,85.41023103086853
239,56.17699094068678
240,91.14571998922469
241,40.43934454633475
242,42.32986616064861
243,65.6770410649108
244,23.93754308337709
245,44.26814972787811
246,42.39184618712628
247,58.335930898508636
248,30.910254387513014
249,43.02347015415472
250,49.81534186481275
251,25.741330219087352
252,57.980359377977386
253,11.576128244623241
254,89.3716617901196
255,54.96230764340202
256,18.634085384801555
257,62.975607728450775
258,82.05034613790255
259,94.89994839773077
260,45.98514490145515
261,97.6617320688628
262,92.83284913152818
263,76.23730180680757
264,70.01332031092889
265,36.83458696501808
266,86.7547054547572
267,98.25008842054879
268,48.31604503530851
269,21.99895251275052
270,13.344986984874529
271,53.17075417555933
272,29.72975129694051
273,23.786603536567178
274,53.92542533988668
275,78.39109959600064
276,36.64854449953755
277,36.57305180118966
278,11.683151789079153
279,15.532282615612047
280,39.20029559519963
281,91.57968248111086
282,82.92351148357403
283,44.38853347587954
284,98.91605518854364
285,63.6227025072279
286,17.762051086435307
287,90.05618239199329
288,35.81011702550465
289,19.708231473807867
290,22.205939592310138
291,85.86275267436386
292,58.985168351894
293,30.245654788402653
294,82.89303829553084
295,99.96626040633213
296,57.25133603313769
297,58.43879978170392
298,65.53010817833805
299,79.33477656638999
300,37.23707203049189
301,82.57683850061433
302,19.044136518300938
303,32.907568270259304
304,20.153657050229427
305,20.820217952839727
306,59.62076637581927
307,59.99833917525156
308,41.07771760677295
309,74.2112853135527
310,91.98632623448576
311,22.302358187398518
312,59.40339715181599
313,49.54838888318711
314,64.96700596102473
315,0.05184666057560341
316,71.2670962375424
317,89.92552014256165
318,12.318914163532346
319,64.61664034040851
320,6.322950455392673
321,54.0190030489169
322,74.23155225110644
323,62.397477703885365
324,27.763272291566388
325,61.659396556282154
326,16.702870598988373
327,43.02001087628154
328,15.17559643424335
329,42.80547572618548
330,2.557022936329678
331,6.66454320982518
332,90.67115671668614
333,75.42711659906062
334,38.38944212460333
335,64.9107743402899
336,52.22111452059486
337,36.709313876754344
338,77.69675866720043
339,25.462164174283522
340,59.26122926575555
341,89.26763103000175
342,54.86949523459883
343,16.019050117314812
344,82.01712654511515
345,32.739922745435265
346,97.48147948341098
347,44.48132204043233
348,7.5149059774233145
349,66.78168181127215
350,88.92812765622281
351,48.42837398609154
352,86.87929475517582
353,66.90206738585962
354,63.64895965336831
355,10.432001439265337
356,89.23351787600835
357,87.61757561931462
358,26.640938872502865
359,94.98551097449119
360,22.271661711768626
361,58.026433403210476
362,9.758648085876576
363,91.61965620119595
364,82.98522543760564
365,55.35075551551636
366,24.516011805705674
367,38.61311697817533
368,55.10519617427026
369,56.2597749245191
370,2.5750112791228617
371,49.688327941244516
372,73.39099156234951
373,94.16356403884534
374,27.609189271295463
375,19.56379679299152
376,90.615138521517
377,24.33028963829715
378,74.64836591627386
379,98.32282714312669
380,10.266522887298823
381,67.00262188884814
382,17.909061361352332
383,78.87421085402357
384,35.71856560348598
385,6.60914464856972
386,55.02908598981096
387,34.0604625202803
388,0.9872485680261445
389,74.63063623140937
390,47.402742513317506
391,25.02763149246908
392,37.66468741182789
393,43.88746868902302
394,20.891392149344135
395,70.26899260829182
396,18.718606353708537
397,43.64749492836188
398,24.60851759242539
399,45.579004608371534
400,39.755466575418765
401,31.450996809491095
402,23.49258793094872
403,93.07937468846525
404,23.933937540833767
405,18.53358579869967
406,86.33902397038341
407,3.883995979238398
408,60.615053422658804
409,10.612822165566559
410,9.5959145891508
411,53.549542404425736
412,96.03396589154366
413,61.13787045731887
414,49.29901006858113
415,56.62580412266011
416,60.495149100541475
417,61.98727196974552
418,66.32960098307821
419,14.83865763792441
420,91.37800996945481
421,29.342810778380944
422,16.556876778108983
423,30.842015025959014
424,1.976397497191329
425,35.433385717650886
426,54.4235214412516
427,30.82369318515392
428,72.79139541656181
429,34.50578444033592
430,58.854955164820886
431,39.992130841457225
432,45.37688328582295
433,18.90355300670078
434,31.589362009860054
435,50.76124304589759
436,98.04951858269767
437,70.71177014662531
438,70.2996841469059
439,73.73919109021763
440,17.35271133698264
441,88.49512420951747
442,57.497975691111506
443,78.89190243514062
444,81.21979560845605
445,18.728851521478575
446,76.7987785667346
447,73.41299308213051
448,16.584945696947436
449,3.1448049754657204
450,14.1699660100406
451,75.74501486255949
452,15.427454857684774
453,16.955563454910973
454,85.36877155421611
455,68.11360095835234
456,24.484161665884958
457,96.52131485754119
458,91.86934932593037
459,41.314262715238044
460,76.9590650041862
461,54.502910150564965
462,59.13560317860113
463,21.34587506797929
464,12.695217885044844
465,68.14685113946508
466,2.190971445236744
467,0.5451630612799526
468,98.14347182005308
469,76.77856771596826
470,43.33889877437352
471,33.16279322042399
472,15.288515134677304
473,80.28664116331272
474,78.66377478196111
475,51.364691377798785
476,15.890418485931344
477,43.621059032550754
478,79.13189799158513
479,12.522050985218234
480,78.00943392805502
481,69.0563301595345
482,52.25860911429908
483,65.41772212382078
484,84.40604897595193
485,30.911928805932106
486,95.75692516354205
487,88.65245242639018
488,28.255839794384663
489,22.28561583751425
490,21.867793007151764
491,92.14890220851905
492,75.42214013342225
493,56.00746995978463
494,97.13523113321041
495,31.95793394072862
496,15.866382383583788
497,63.583508083529516
498,51.97731298248389
499,46.96312480196457
500,17.44722755451906
501,90.94461881336628
502,16.782042071098573
503,26.02048432114399
504,12.32019201130614
505,83.29970480552187
506,39.08300740024321
507,3.1173085763599895
508,28.258444154045492
509,6.598585810368017
510,33.54243597192692
511,40.338124904544294
512,17.261194346226258
513,81.51281009337652
514,74.19020449831983
515,69.50266913342746
516,50.358215609038375
517,19.532896046369956
518,57.767508695000004
519,46.70145899565787
520,48.23532267917386
521,36.66329129016805
522,34.88468536823548
523,18.212418983630748
524,10.620018811420085
525,43.54351928810412
526,10.961462230100981
527,29.656141601865254
528,69.05524600489747
529,15.266408861643422
530,92.214401481813
531,92.20904714778814
532,48.670878807056695
533,7.067725325115037
534,1.9018722974732505
535,11.256286739727383
536,55.16263379721852
537,10.662085756386343
538,3.3102698196557103
539,38.8604116000191
540,83.58786372709902
541,12.746159740537655
542,85.2595866052319
543,72.8835822878003
544,93.15722311312504
545,99.80028329018214
546,75.46355879057144
547,55.81265388412667
548,58.74574192944698
549,89.40401675807487
550,73.18158634911252
551,65.55960946209464
552,65.49328427905469
553,84.09733686502217
554,90.5356938873111
555,12.654928173835003
556,18.165301488533537
557,75.37053427875956
558,11.863871997271946
559,6.274350315412036
560,63.99681249248851
561,21.05341740623728
562,23.742094104747675
563,83.95421567152184
564,12.54082443351085
565,5.7966955013998405
566,35.16027600171669
567,92.23915009305193
568,86.7718085802547
569,54.15357204698251
570,52.13860787747141
571,94.28485822450327
572,87.40979135894665
573,92.01474824151848
574,81.19275422761501
575,12.4626487720593
576,46.274427402675734
577,65.68080594862953
578,57.10786711414835
579,98.93107928705145
580,97.11454548218481
581,70.62107250431951
582,88.24124160567722
583,53.38627616933023
584,83.54746674323232
585,87.66220669102242
586,4.850029397634192
587,11.536449809330847
588,76.10395959539088
589,45.0479744965325
590,79.69623192865002
591,18.195172891004425
592,84.65817716909082
593,43.574381565482355
594,41.97717133873848
595,69.35976756772526
596,86.81245004999043
597,19.921680545633958
598,13.491153747777684
599,1.2093734478641467
600,12.854314262591085
601,88.2268179711891
602,71.29413524408207
603,91.24722504844746
604,98.11552615294457
605,89.26339546502061
606,23.144363157221843
607,68.5453069116115
608,68.10712920692134
609,33.30807466873115
610,16.514702415490426
611,60.59914326899961
612,58.86078961015062
613,53.35428233543298
614,19.076066055717295
615,92.67850582864706
616,88.7518456551467
617,16.103405503149418
618,60.73238234813457
619,96.85146345123667
620,73.36658546834823
621,53.03059730853835
622,28.96159932232056
623,25.588623343764056
624,76.27288065654727
625,2.6338934138226966
626,38.86332174971755
627,87.6676636927896
628,80.26802677785597
629,6.670301782887855
630,94.60579861235632
631,72.9109544848251
632,25.758975747163255
633,4.515107929812667
634,50.168406979116426
635,0.7210132582045051
636,87.00397771520505
637,12.047518049369687
638,79.992500073072
639,30.41580963585255
640,83.45980302647224
641,10.166935065663274
642,62.692937466032106
643,30.38731525811901
644,72.15792901379415
645,20.005051874638582
646,7.827420178915667
647,2.758627980546669
648,67.77639480682842
649,66.83778163558998
650,5.855460167119552
651,67.42549174252252
652,36.99464310523452
653,81.33550493921254
654,35.50224594015841
655,55.57314988203374
656,47.89063058824823
657,1.642677207544263
658,23.448022340824647
659,10.304934743847205
660,46.83497637578513
661,80.03090820127784
662,8.833322072076665
663,55.353351989430344
664,53.05331133617498
665,81.34992361109879
666,76.69827727459267
667,47.92271485623478
668,70.81444762142485
669,18.756462415134564
670,28.761454801043033
671,85.39844829158226
672,67.19003581618367
673,80.77303398225968
674,14.797525119124835
675,17.212635236538627
676,7.572230674494229
677,88.89745901523324
678,93.09887317090887
679,24.57703876590753
680,72.84931388373167
681,45.78220001559179
682,60.465308073451155
683,27.600977032191285
684,88.0252839153264
685,7.068279370446639
686,8.14229435825915
687,78.35124147917045
688,14.236966134033192
689,90.0914054984741
690,83.37251596579708
691,83.0729250601873
692,22.113268997532682
693,87.06950894669038
694,32.319319296308606
695,91.22742646474765
696,0.35832228982888376
697,24.057442072366417
698,11.074818899858595
699,85.10284832864215
700,95.1719450163569
701,2.4901631352179825
702,50.72925245674726
703,99.05228916528652
704,68.50866030427838
705,80.59781893518843
706,72.06104283893019
707,76.4249936288739
708,11.098188367592577
709,83.78556574095388
710,34.382223250690586
711,55.780235059873995
712,5.085278626231771
713,35.50739094564038
714,43.34096586534022
715,35.38561125659873
716,94.5992472959887
717,98.60604038915332
718,39.60946767151585
719,58.263828718037736
720,10.926220978052836
721,31.643527636863
722,11.024312367519993
723,48.54929350976488
724,86.30018420537075
725,41.47784651636869
726,55.89769957497195
727,6.554359354675098
728,45.826836368920894
729,99.68634268196018
730,76.84438657688769
731,82.30895597300797
732,40.39042824784452
733,52.16463153642557
734,24.932355301150274
735,75.02623179893331
736,77.91354100524258
737,81.04473433881776
738,44.95191745061849
739,18.42983178933477
740,39.08775045303663
741,92.51941839316176
742,92.1803192900081
743,17.923237994090474
744,57.89770223664079
745,82.47985128429994
746,15.622336848364771
747,40.84246053765587
748,68.38403681673363
749,91.31029156340759
750,72.52188257661639
751,12.23070771015843
752,61.85562132215529
753,45.80389032812157
754,2.11667515020154
755,49.55623318405472
756,33.66109076368199
757,33.81025473781202
758,81.26177674956212
759,52.01003978073397
760,8.323569811360075
761,18.30663805015947
762,66.58377454520085
763,36.79460446966221
764,86.28612263722397
765,4.491358159508829
766,78.91637631691377
767,32.740846093264885
768,74.98456976535806
769,84.43235186347911
770,82.51040073444047
771,11.342071142591347
772,75.26922499714858
773,94.36082234051982
774,44.66066275990231
775,79.85987288009508
776,39.25533559324329
777,91.67253360541609
778,49.336178234628505
779,76.39162787155075
780,40.049125484994335
781,21.29325927035223
782,55.43116571731436
783,20.619828521020548
784,64.64741655358895
785,74.58214701229576
786,36.67304815026919
787,33.61356009621548
788,0.11397297483890426
789,44.74520115180841
790,75.15968838907054
791,89.47677218671443
792,30.491880060778612
793,27.267423674178183
794,1.23096266068755
795,21.399638962748732
796,18.975705209751883
797,10.290165853137957
798,78.71929115084036
799,34.91133229274091
800,93.87283019095247
801,34.0653681213019
802,79.91043491085465
803,72.27129333554043
804,75.50646025480665
805,40.95720238411951
806,65.58385081018004
807,66.18473578825557
808,90.18892384860796
809,63.86108450687356
810,66.95012222710787
811,9.133595408914118
812,22.35315048064916
813,78.25113842823531
814,90.79797749930943
815,98.7917114890002
816,81.05745636724279
817,65.2929847770455
818,76.17956229881013
819,90.52050697958319
820,92.94230518484923
821,81.67140464860225
822,25.792251792427187
823,24.493232368414784
824,11.487546678258266
825,31.09742371117065
826,18.884696362241918
827,3.0140094742972967
828,37.91945117010104
829,99.77838773754172
830,80.15703911482011
831,68.4305981749543
832,77.10010742405387
833,77.34666538018672
834,76.06175325707487
835,91.03169555285905
836,95.04844147268486
837,75.11655164429567
838,55.240054034420176
839,37.765488627366906
840,0.34511039734331783
841,71.00057729085374
842,74.7923636699244
843,79.59022973034882
844,10.146999455212889
845,59.23342374541926
846,92.34488762154754
847,56.45547731285852
848,2.5753223333854547
849,31.797158777957907
850,44.79088405736551
851,1.1987728328328402
852,7.43805286437439
853,26.871758945173518
854,56.54393225499703
855,93.20715579869052
856,70.16621039273815
857,18.208314911327868
858,36.01219770335423
859,30.961211783162717
860,23.18891188430972
861,63.68525548587252
862,33.22874399610384
863,95.94221034525602
864,19.264572603373917
865,13.438581337578048
866,92.83026523241631
867,60.94569467696296
868,57.276998637874094
869,41.40154509057495
870,15.035160697080608
871,92.70154010371894
872,33.6627902811156
873,19.234670299377868
874,3.20525774239706
875,18.409813355737565
876,0.9808671458160009
877,26.015559419198215
878,23.57182628000725
879,21.331877961753825
880,16.101117208113966
881,18.720878222731116
882,50.35562271116103
883,24.288841006622338
884,0.10516927094632503
885,30.90070050609929
886,26.8060630983801
887,88.89520737838731
888,50.51984713415673
889,7.844154365065157
890,17.58942482234277
891,28.608160511705478
892,71.86073313360019
893,74.26225590877524
894,95.69850477759837
895,78.55263407057195
896,25.24241938253823
897,24.19303736047545
898,61.172341763514225
899,92.14943954463023
900,43.84519916711751
901,23.860637731141125
902,17.254200867696426
903,8.097873070267669
904,47.89556921276281
905,87.50490178839433
906,30.460766808821937
907,2.955382683473284
908,87.24991851845456
909,88.38075868051057
910,55.37369466573987
911,41.36821571575675
912,62.04237299173192
913,94.49025439956802
914,39.06735700519293
915,21.993847377495584
916,70.92088983628038
917,51.08666783620998
918,69.04118809079782
919,63.96883042778069
920,89.2492198568032
921,69.82661123525058
922,32.075213058348346
923,81.40914003811051
924,4.3428881602778135
925,37.21968540801754
926,46.95159457514018
927,38.617245150673014
928,83.30479412326642
929,89.83071643974428
930,94.15489706551477
931,20.66499669613161
932,32.592997179897885
933,29.71161439359698
934,72.21707104914479
935,42.794651221577425
936,68.15022027566395
937,24.931717715441266
938,62.32836073635843
939,56.614632174408804
940,49.73860195969005
941,17.66654882838872
942,12.064000091496052
943,30.32114229799071
944,59.54561412085782
945,91.5040836015165
946,67.04089445255605
947,47.693155817634356
948,0.9947882238360406
949,4.510454913540052
950,20.91887709609078
951,98.1928187348542
952,17.808284484370756
953,59.94934953745859
954,96.10428840530108
955,81.240332122444
956,50.93474046198007
957,20.362702745510823
958,39.75934586362118
959,97.06320130355441
960,25.39524426318591
961,61.75132663877682
962,62.361651826611144
963,78.19121677740308
964,88.35600115156518
965,67.34434655800182
966,33.75650467669796
967,72.71781743813008
968,80.15804009516417
969,14.84362429336755
970,26.617327051701466
971,16.661107560866174
972,49.28836180474158
973,80.06800733521062
974,96.39920219085282
975,50.02042770038236
976,90.71639564756217
977,0.7994722644807145
978,88.80857235965077
979,48.55172150522591
980,76.11197453154126
981,39.6025013714724
982,62.17110169712242
983,49.912276474307745
984,80.07592071894855
985,22.064346329174928
986,20.483530886860766
987,7.723880105942671
988,2.5455699987247185
989,66.41263315196431
990,42.00618904364255
991,62.416613308638965
992,58.95248453895703
993,64.737721554707
994,98.63169375848038
995,14.348924004500205
996,78.89369520231435
997,95.99553811555725
998,87.379868644423
999,69.67775196120778
1000,99.25242342465623
1001,31.461146115156488
1002,66.26218527953527
1003,43.604946968727454
1004,74.44151346789734
1005,5.1716281877701595
1006,88.11721975631343
1007,7.928777203179771
1008,5.791238485171202
1009,72.3727202662262
1010,0.658816238120464
1011,56.47393486107029
1012,58.89937119579397
1013,16.548481740433264
1014,1.192305486649438
1015,15.565983603012379
1016,82.85563393455776
1017,81.53719269366545
1018,80.86922578312415
1019,79.29668145105269
1020,33.68416794035192
1021,93.36833076830492
1022,48.165944274517194
1023,39.45989715696836
1024,54.91562508860478
1025,40.77010264556839
1026,68.7027628841948
1027,13.5406790447912
1028,21.44663476984381
1029,77.41512591324364
1030,52.140392203629226
1031,75.49571170136662
1032,11.353176833191014
1033,33.949317422894644
1034,78.4870704093561
1035,51.058358131122276
1036,28.18755409395541
1037,33.05838515892055
1038,84.50312821115969
1039,68.76856728000055
1040,37.10743380050983
1041,45.945446175204424
1042,96.25941879606812
1043,8.796129514698027
1044,71.64181578117272
1045,70.7014116947698
1046,66.07549063243863
1047,15.015582181975791
1048,80.5200162818221
1049,93.01749025004484
1050,11.99192698421465
1051,77.93154511795898
1052,60.22991385625027
1053,93.88493545643098
1054,67.03221088048878
1055,68.87108832786492
1056,32.63093701944454
1057,7.050749334699747
1058,56.286679117558435
1059,37.59429916785669
1060,41.55383167245342
1061,71.04758480525383
1062,93.00985291988874
1063,73.75747637483393
1064,97.76404224180301
1065,4.653551995245087
1066,16.580636426536927
1067,48.1871436424995
1068,24.921931030640245
1069,56.39742476102882
1070,39.077941832817864
1071,58.28904684556327
1072,15.707622039570627
1073,89.52444868306866
1074,56.25790060441864
1075,36.422994690706304
1076,5.377112702512109
1077,5.152125143951369
1078,94.63718140444495
1079,54.80820449460557
1080,7.3615652643238665
1081,3.1785684078220133
1082,83.63087265773272
1083,68.64748576816615
1084,24.108262656475997
1085,93.99878593591622
1086,3.8505020774340486
1087,19.566953278734697
1088,58.5233809009098
1089,76.30393637885597
1090,78.7767942926161
1091,49.26411914234079
1092,24.21680910709942
1093,53.3468029745257
1094,88.07483597720055
1095,30.083387359380332
1096,22.798313559037418
1097,65.68467359139517
1098,12.990959139628023
1099,49.76084325224713
1100,65.85665219959668
1101,2.064786000213526
1102,1.9109049421826358
1103,92.62264121300514
1104,85.44126801924736
1105,94.54489114042154
1106,10.626318653573206
1107,69.7814264205565
1108,81.82076855182507
1109,90.72847702217406
1110,50.199697864255754
1111,71.91224820003261
1112,39.886549538246264
1113,13.478556829845974
1114,98.85388064825847
1115,40.94046856797841
1116,84.38540513645886
1117,19.455104705662684
1118,55.25773678515512
1119,51.6230775847385
1120,25.975719104658356
1121,67.1486236661313
1122,80.27677113754049
1123,35.4904970514593
1124,7.29094293561242
1125,54.640197221556754
1126,51.21340008491417
1127,68.45759587292828
1128,68.55044068125387
1129,16.303900304838958
1130,39.62999232994304
1131,38.63416103419193
1132,42.074003756036475
1133,77.26552436931259
1134,74.64944863483719
1135,75.27351473910828
1136,73.91236648490343
1137,2.358383598509284
1138,20.90000036004342
1139,73.38026076848011
1140,68.88803420568459
1141,73.47860425707484
1142,27.26046034141045
1143,40.55238630440161
1144,78.83912443810414
1145,37.36754182891334
1146,49.219301975319695
1147,80.86731462556146
1148,93.33252914684937
1149,8.426976130614904
1150,64.17390644906463
1151,88.66853079176246
1152,65.25348591563642
1153,83.58864464535202
1154,77.69754611503862
1155,71.99326230021741
1156,48.60075509851903
1157,20.812218747839687
1158,20.60886764599243
1159,89.97116900555811
1160,80.90833617456784
1161,36.921713511535344
1162,46.442978888057574
1163,6.245165831736221
1164,43.626185330555955
1165,69.99572995123746
1166,58.14592630433361
1167,91.76885953524756
1168,32.8971698064409
1169,64.44720849591668
1170,52.06827727853749
1171,34.42848359915151
1172,15.10826633921485
1173,32.94884955691165
1174,89.67673286061026
1175,83.33350082846765
1176,83.72156037000428
1177,49.664602508331825
1178,50.86379731234285
1179,98.74820413385424
1180,3.595250183317611
1181,94.5369051733161
1182,95.81160267795354
1183,11.100811759839058
1184,67.14393622341217
1185,95.30895151581338
1186,21.109256924175412
1187,81.17647120622517
1188,29.469008573586237
1189,11.927504914597563
1190,73.96748570711546
1191,73.00835770162054
1192,18.028486770979786
1193,91.64450076723827
1194,40.012482122007064
1195,82.76895495738735
1196,51.437370181751696
1197,30.21201629393605
1198,72.6685351909258
1199,88.7816521069069
1200,13.173471188935295
1201,47.24322312247899
1202,94.52916497033642
1203,89.30634572415197
1204,75.09052010294836
1205,6.88514839721961
1206,97.3231543984615
1207,23.557905636263122
1208,41.18329650153344
1209,3.6295557170652812
1210,27.862375193983002
1211,57.5218713070089
1212,19.411785751760622
1213,31.11559859416592
1214,13.762236128905483
1215,22.46010087734878
1216,33.86098486892628
1217,25.246273737262573
1218,78.41594666449376
1219,87.24864667232032
1220,1.6720396335746628
1221,96.87764465753953
1222,8.520568622308213
1223,49.18326435942699
1224,44.43562376308198
1225,43.02400678850267
1226,95.69470016168617
1227,35.258127497970406
1228,66.9055361203586
1229,72.83246644354672
1230,90.48679694409843
1231,46.461739312577095
1232,44.534884746099465
1233,47.92782080940602
1234,33.31825201183857
1235,87.34686890248224
1236,35.98912512479521
1237,58.14785243543406
1238,33.653331263520855
1239,67.19255463412338
1240,52.91884791846298
1241,49.35957830130653
1242,60.96848275196308
1243,4.632276678072267
1244,32.40943421085957
1245,33.246268254086154
1246,71.34392307761597
1247,60.844710531271595
1248,47.086976395550494
1249,93.59875995312656
1250,29.661949115320397
1251,26.586103440831224
1252,63.97846693690443
1253,34.50515780719473
1254,73.0077677119133
1255,30.29978922819995
1256,28.204705854023427
1257,42.740820082504776
1258,91.29863604666332
1259,86.80529727640547
1260,65.81217119710456
1261,93.22347277458371
1262,61.73100746296882
1263,32.49657751122382
1264,70.27248282794866
1265,13.759343863997422
1266,9.999664230808103
1267,10.404037583191972
1268,53.98603172457426
1269,98.72120762939136
1270,46.2089703208431
1271,32.644597631993335
1272,84.04898127397254
1273,90.02441371559765
1274,37.80087551359651
1275,28.767414482468915
1276,91.19910000062963
1277,55.21214092657851
1278,10.231967432171864
1279,1.3607203529272456
1280,31.069768609713407
1281,79.64835111571324
1282,10.962634984370066
1283,29.560709118904803
1284,92.70810018832921
1285,88.94814013174128
1286,29.10584222199396
1287,85.5050254359885
1288,82.10408482557317
1289,82.72785701627498
1290,74.57392568588523
1291,66.2907806671717
1292,39.952932886086025
1293,72.11636895900064
1294,40.54842584427804
1295,14.427091985519029
1296,13.581307188979311
1297,89.87902960892535
1298,14.555344678959255
1299,32.53869705977369
1300,75.71602551404467
1301,82.44771252676884
1302,20.930157129905645
1303,77.4046343472855
1304,35.370647418488595
1305,75.68670451518965
1306,22.091369279494103
1307,62.1838231006999
1308,90.41282881267122
1309,61.254575575097306
1310,97.79969771095351
1311,97.33466593156619
1312,22.12866907524166
1313,29.630122865560395
1314,96.4293620168241
1315,25.110671659914175
1316,59.43827777251123
1317,15.827467090357871
1318,88.27954705721902
1319,90.50095372109156
1320,92.9917988879344
1321,80.28311033786632
1322,44.810856422478
1323,63.4732437470195
1324,55.71926396126865
1325,18.68963780767311
1326,77.05545962117002
1327,72.85986551000518
1328,30.999141517708217
1329,76.44974202481191
1330,33.164106149763185
1331,95.9560997411476
1332,33.45905159046518
1333,10.833309327345585
1334,89.89596201362305
1335,54.79946609405891
1336,55.13117973777354
1337,1.1197406096734253
1338,6.94547348802187
1339,3.0288568500460245
1340,10.905875852424519
1341,51.940898470243404
1342,80.0509898421527
1343,37.26554957800574
1344,73.61109328628547
1345,98.3826154592244
1346,74.9686367583264
1347,17.63125320244668
1348,43.63177106319505
1349,44.67393513686059
1350,53.351072529241556
1351,74.5236392142259
1352,36.90353147499497
1353,67.35310351766391
1354,64.3381876825876
1355,83.9201402575925
1356,43.3912088104672
1357,80.10664319082382
